queue_length,token_position,active_counters,avg_processing_time_min,centre_workload_pct,hour_of_day,day_of_week,crop_factor,quantity_quintals,historical_avg_wait_min,actual_wait_minutes
50,47,5,6.3,97.3,12,2,1.0,41.0,36.5,74.7
14,6,3,7.7,82.1,9,2,1.0,45.7,73.5,21.4
50,11,3,7.1,34.5,15,4,0.95,26.8,45.1,35.7
28,1,1,6.5,99.2,8,4,1.25,99.8,29.7,9.9
46,32,4,6.4,102.4,9,2,1.0,17.3,32.5,59.4
52,21,6,8.0,60.0,14,0,1.0,108.9,21.0,31.4
53,39,5,6.4,72.1,14,3,1.1,74.1,48.5,57.0
24,20,4,6.3,52.5,9,5,0.9,72.7,27.0,33.6
15,8,2,7.7,31.2,8,3,0.9,101.3,55.3,33.8
22,10,2,6.5,68.4,17,2,0.95,81.8,51.5,35.7
30,5,2,8.8,40.3,8,3,0.95,40.0,40.8,23.5
4,1,3,7.3,44.7,8,4,1.0,45.2,56.8,6.2
13,9,2,6.2,68.5,13,3,1.25,24.9,53.1,41.5
59,25,2,11.5,99.4,17,1,1.25,58.4,43.9,181.3
23,1,3,4.8,97.6,14,4,1.4,17.7,32.8,3.8
8,2,3,9.3,107.2,9,4,1.25,80.1,47.0,12.4
18,14,4,8.5,68.6,13,2,1.25,24.5,46.9,49.0
12,4,5,7.3,74.2,11,2,1.1,104.4,47.9,11.8
55,42,3,6.6,95.8,16,3,1.1,85.6,42.9,108.7
31,9,4,10.6,86.0,15,3,1.05,107.5,45.9,33.7
14,10,4,11.2,44.6,15,2,1.0,15.0,45.6,29.5
34,29,3,7.6,61.9,9,0,1.05,96.8,58.3,84.5
18,6,1,7.3,104.3,12,3,1.25,106.3,26.7,62.6
56,17,2,9.7,41.7,9,0,0.9,10.1,30.0,78.0
34,25,2,7.6,46.7,10,4,1.25,119.9,42.9,140.8
11,6,4,8.9,62.1,15,5,1.35,39.6,32.9,21.6
41,4,5,8.8,105.2,12,5,0.95,29.3,44.5,15.3
12,4,6,8.1,39.1,11,1,1.25,52.7,28.6,14.9
49,3,1,8.2,83.8,12,0,0.95,6.0,30.5,22.1
15,7,6,8.6,40.6,15,3,1.0,106.9,66.7,9.0
57,51,3,6.4,72.0,17,5,0.9,35.9,39.2,100.9
31,18,4,7.0,72.9,14,2,0.95,65.0,27.9,36.5
49,26,2,8.3,33.4,13,2,1.0,76.7,40.6,125.3
58,56,2,7.3,106.3,9,1,1.25,96.0,54.4,262.6
29,4,3,12.2,94.5,17,1,0.9,33.8,56.5,17.5
26,8,5,8.2,54.2,12,4,1.25,87.5,24.5,28.6
18,17,2,5.4,40.4,17,0,0.95,18.5,32.8,47.8
32,31,2,4.0,57.7,16,1,1.05,86.0,44.7,71.9
22,5,5,9.2,101.5,16,4,1.0,110.7,41.6,15.8
38,33,5,8.2,40.6,16,4,0.95,14.8,22.8,53.2
17,13,1,10.2,57.9,10,4,1.35,18.4,24.7,196.8
23,4,4,7.0,69.5,16,5,1.0,69.1,29.2,14.6
24,22,3,7.8,32.6,16,5,1.1,10.3,20.7,61.0
50,26,3,8.4,51.4,12,3,0.9,26.5,36.5,82.1
8,8,3,7.8,77.7,13,1,1.1,26.9,56.3,26.8
41,24,3,7.6,55.9,14,5,0.95,60.3,34.0,64.0
6,6,3,9.1,99.6,17,2,1.05,33.6,55.0,31.5
5,3,3,6.7,104.9,17,4,1.35,59.7,42.4,16.2
44,37,3,8.8,65.3,17,2,0.9,64.9,39.8,103.0
57,32,4,10.7,72.6,13,3,0.95,89.0,22.0,97.7
29,7,4,10.5,80.5,12,0,1.4,113.8,56.0,34.3
28,1,3,5.3,83.2,8,3,1.35,62.9,43.4,11.0
11,7,2,7.3,35.1,11,3,0.9,45.8,22.8,29.0
57,12,3,8.4,34.3,15,1,1.35,34.8,46.6,47.5
1,1,4,9.9,99.2,15,4,1.35,78.0,34.9,12.9
43,11,3,8.3,47.6,13,3,0.95,113.4,42.7,35.7
19,8,3,9.9,76.7,10,4,1.25,92.9,44.9,41.7
9,9,2,7.0,80.0,15,2,0.9,28.7,56.6,29.5
27,6,3,8.5,43.2,14,0,1.1,107.7,28.5,23.4
34,22,3,8.5,90.9,16,0,1.0,89.6,48.9,65.9
44,34,5,10.0,99.3,10,2,1.0,19.7,57.9,79.9
4,3,4,9.4,52.8,13,1,0.95,87.0,72.2,7.7
36,20,2,9.0,100.2,8,2,0.9,38.3,54.6,85.3
18,14,3,9.3,36.5,15,5,1.4,61.5,46.3,64.3
15,1,4,6.2,94.0,9,2,1.0,39.5,45.3,9.7
51,10,3,7.7,81.2,12,5,1.05,14.7,60.6,29.7
13,4,3,6.5,76.6,13,1,1.0,93.4,38.6,16.0
19,11,4,7.0,48.4,11,1,1.35,100.3,51.6,37.0
49,16,4,7.7,58.9,16,3,1.05,31.7,68.3,37.7
6,3,2,4.6,102.8,10,4,1.05,32.6,40.7,15.7
48,33,3,7.8,67.3,9,0,1.05,54.4,17.8,89.1
56,48,5,6.8,77.6,10,1,1.0,98.3,31.7,81.8
12,3,6,6.4,104.9,12,5,1.4,13.9,45.5,11.8
51,21,4,8.1,67.3,8,1,1.1,98.0,32.0,54.4
37,22,6,7.4,61.1,17,3,0.9,111.1,37.8,35.3
17,9,3,8.5,101.5,11,3,1.05,69.6,38.5,37.3
58,9,3,7.0,102.9,8,4,0.95,11.9,48.7,24.8
23,9,3,7.7,58.4,16,1,1.4,36.0,30.6,35.7
26,17,2,11.7,77.4,10,1,1.35,17.8,35.0,150.5
29,12,3,8.9,107.1,9,3,1.35,34.8,58.9,56.0
33,8,3,6.7,34.4,12,2,0.9,98.4,36.2,25.9
27,16,4,9.9,33.2,8,4,1.25,11.4,50.7,50.3
25,18,4,10.3,71.3,17,1,1.05,37.6,42.2,53.9
56,33,3,8.9,53.3,14,0,0.9,64.4,41.7,92.4
55,1,3,6.8,76.5,16,0,1.05,105.5,50.9,4.8
10,6,2,9.5,87.9,8,5,1.0,33.7,19.7,27.4
47,41,3,7.1,35.5,15,3,1.4,94.5,47.3,135.5
23,23,4,10.0,100.6,15,5,1.05,72.1,48.6,72.4
21,5,2,7.6,52.2,14,0,1.4,82.8,52.2,32.6
21,16,3,7.6,60.5,17,3,1.1,104.1,37.5,52.7
43,18,3,8.8,57.0,11,2,1.25,8.0,42.0,75.0
13,1,4,10.1,97.2,14,3,1.35,65.9,12.6,11.8
37,18,5,11.6,43.7,9,1,1.35,90.9,34.0,63.4
33,1,4,8.0,32.3,13,0,1.1,106.7,44.1,4.8
24,19,3,7.4,107.7,12,1,1.1,20.3,59.6,64.0
44,8,3,6.8,108.5,12,0,1.25,44.3,64.1,35.5
11,3,2,5.8,50.6,15,0,1.0,14.0,37.9,9.4
17,5,2,6.5,30.7,8,3,1.4,101.0,52.5,24.7
4,3,2,8.4,81.7,15,4,0.9,103.6,40.2,17.9
47,40,2,9.6,81.9,11,0,1.25,60.6,22.6,273.9
25,19,2,6.6,105.2,17,0,1.1,7.4,49.3,79.6
30,18,2,9.2,53.9,13,5,0.95,16.8,64.0,94.4
9,2,2,6.7,45.2,13,4,1.35,76.8,37.4,12.5
21,21,3,6.9,79.3,8,1,0.9,118.0,31.1,53.1
20,1,6,6.4,75.1,15,0,1.05,101.5,42.8,8.8
19,15,5,10.0,87.4,11,3,1.25,96.8,40.5,47.4
19,18,1,10.4,100.8,16,4,1.05,53.1,73.3,200.6
12,9,3,6.9,74.8,14,4,1.25,118.3,54.1,32.6
37,16,5,6.8,42.0,11,5,1.0,99.9,43.6,29.5
42,16,2,8.9,77.9,8,0,1.05,43.6,10.0,78.3
17,15,4,10.6,59.9,16,1,1.0,91.1,40.3,49.4
37,7,3,10.4,66.2,17,1,1.4,54.7,64.2,36.4
54,14,5,7.4,106.8,13,2,1.4,81.0,43.0,43.7
48,43,5,7.7,74.4,13,2,0.9,116.6,51.9,75.0
39,25,4,6.2,42.0,8,3,1.4,33.3,46.7,58.9
28,6,4,7.4,65.5,12,5,0.95,96.4,36.2,15.9
41,22,2,8.1,48.3,11,0,1.05,72.9,62.3,109.0
35,16,2,6.0,40.8,8,1,1.05,114.2,44.3,54.7
47,29,3,7.2,87.0,14,2,1.25,20.5,33.5,89.7
48,16,2,8.3,80.3,11,0,0.95,87.8,42.3,79.1
18,12,2,5.7,69.8,10,5,1.25,9.3,59.1,49.0
14,1,3,8.7,63.9,9,0,1.25,33.4,24.2,8.4
35,27,5,9.5,55.8,15,1,1.05,41.9,45.2,57.7
44,25,1,8.9,37.0,12,0,1.25,54.7,42.9,314.2
41,13,2,7.3,53.9,17,4,1.0,116.0,23.5,55.1
7,5,3,9.8,97.1,16,2,1.25,12.8,51.2,22.5
41,12,3,10.1,92.7,12,3,0.95,24.4,45.1,47.8
13,9,2,8.5,107.8,17,2,1.25,28.4,52.5,51.4
18,3,6,8.2,82.5,8,0,1.25,53.8,55.7,12.1
37,35,3,7.1,74.3,17,4,1.1,12.0,41.3,85.8
13,1,3,7.4,53.7,12,2,1.05,116.0,35.3,4.5
36,22,1,9.6,36.1,12,1,1.05,69.4,24.9,252.7
31,18,3,10.8,79.4,15,4,0.9,98.5,34.3,59.1
2,2,4,7.4,69.1,13,5,1.05,93.8,42.1,9.2
16,12,2,7.7,90.7,12,2,0.95,81.0,30.4,58.1
9,9,3,7.0,62.9,15,0,1.35,109.0,49.0,35.9
9,9,1,7.4,108.8,8,1,0.9,108.8,31.2,72.1
38,18,6,6.1,61.8,12,0,0.95,19.7,20.8,24.6
11,2,2,8.6,56.6,10,5,0.95,108.7,35.1,13.0
54,29,5,6.1,99.7,12,0,1.25,65.2,44.2,59.1
56,39,3,7.2,61.6,10,5,1.05,35.8,26.9,114.0
22,4,3,7.9,99.7,11,1,1.25,75.0,31.3,21.0
33,17,4,6.0,32.2,16,4,0.9,37.3,34.4,25.1
36,34,2,6.8,85.4,9,2,1.4,60.1,36.0,168.3
45,3,3,6.3,35.7,17,4,1.1,98.9,45.6,14.8
23,5,3,9.6,41.9,8,5,1.1,8.7,49.7,15.3
45,14,2,10.1,86.0,11,1,1.05,26.1,36.3,83.8
45,3,4,6.8,53.2,15,5,1.4,115.0,29.5,14.3
34,23,1,12.1,46.8,12,2,1.25,56.2,43.6,392.0
9,7,4,6.6,94.1,16,1,0.9,39.9,48.2,14.0
24,18,3,7.4,105.7,17,3,1.35,111.2,61.4,68.9
8,5,2,8.7,48.6,10,3,1.1,109.8,55.8,32.0
7,5,4,8.9,55.4,16,4,1.4,10.1,26.9,18.3
36,23,3,7.5,87.1,8,1,0.95,46.7,40.3,63.6
18,10,3,9.6,95.2,9,2,1.35,110.0,47.5,49.5
3,1,3,9.8,109.9,16,4,1.4,25.7,31.8,7.8
28,13,2,8.0,51.9,16,3,1.0,71.5,37.8,53.0
6,1,5,7.8,74.5,17,3,1.05,41.9,50.1,9.9
44,34,3,7.1,40.7,12,3,1.4,89.7,45.0,137.6
44,37,2,6.4,56.5,17,4,0.95,23.2,42.0,115.8
21,17,4,6.8,33.6,11,2,1.0,73.5,34.2,40.0
28,23,1,8.8,46.9,16,3,1.0,5.0,24.7,197.4
40,36,2,8.0,70.5,17,4,1.05,34.0,38.3,152.7
54,49,3,7.6,43.1,9,4,1.1,23.6,40.9,136.4
54,9,5,7.1,101.2,10,0,1.35,29.1,24.4,27.9
1,1,6,7.2,86.8,15,0,1.35,103.9,42.6,12.8
36,2,4,7.9,32.2,8,5,1.25,110.2,46.7,11.4
21,18,3,7.8,100.1,9,2,1.25,91.8,33.7,65.3
43,22,3,8.0,108.2,12,3,1.4,72.9,46.8,101.4
35,13,3,7.3,70.1,14,0,0.9,31.5,45.3,33.9
13,8,2,7.0,55.2,17,2,1.35,36.6,38.3,42.5
57,1,6,8.0,51.1,16,0,1.35,40.6,37.0,8.0
49,17,2,9.0,37.0,10,3,0.9,94.4,38.0,77.8
54,12,3,7.2,69.3,11,4,1.0,34.1,31.7,41.3
54,4,5,4.4,34.0,17,3,1.35,116.9,46.1,14.2
10,5,4,5.9,70.3,8,0,1.05,96.6,31.9,14.0
53,13,1,9.6,50.2,8,3,1.4,120.0,32.6,168.8
44,31,1,9.5,68.1,8,4,1.4,57.8,48.0,404.8
47,41,3,9.0,63.5,11,1,1.25,72.8,39.1,181.8
53,7,3,8.8,54.4,16,4,0.9,37.2,42.7,17.4
10,7,3,9.5,65.9,15,0,1.1,74.4,21.5,30.0
46,24,3,7.5,67.9,11,4,1.35,117.0,35.7,98.4
13,5,6,8.2,96.7,15,5,1.35,8.5,62.2,13.8
37,5,2,6.8,83.3,14,2,1.05,38.3,20.6,18.1
38,17,3,7.7,64.7,13,3,1.4,37.3,63.0,68.7
24,9,3,10.8,102.4,17,5,0.95,118.0,45.1,44.8
2,2,2,6.8,90.5,9,1,1.4,20.3,35.6,10.7
22,19,2,6.3,36.1,10,1,1.25,98.4,39.5,94.0
17,16,5,7.7,42.3,11,3,1.1,36.6,56.8,38.0
36,21,5,7.4,36.5,14,3,1.1,104.0,14.7,41.2
14,2,2,8.4,55.5,15,2,0.95,61.1,59.0,12.0
10,10,5,9.2,64.9,15,4,0.95,32.9,45.2,24.8
35,16,2,7.4,70.3,11,1,1.1,86.6,54.1,81.6
25,5,3,11.2,98.1,16,0,1.05,101.8,21.0,27.2
3,3,2,9.8,31.4,15,3,1.1,59.1,39.3,20.9
47,13,5,6.9,64.3,12,3,1.35,87.1,14.1,36.5
38,13,2,7.9,62.9,10,5,0.9,25.9,56.4,55.7
17,13,3,8.8,105.8,9,5,1.05,112.8,30.2,47.9
12,8,4,6.8,49.3,16,5,0.95,16.1,30.0,17.6
54,43,2,4.9,39.8,8,1,1.35,30.5,18.8,143.3
52,18,3,10.9,41.4,14,5,1.0,38.2,47.3,67.4
24,24,1,6.3,71.6,14,3,1.35,22.6,42.9,203.5
29,4,4,9.3,61.3,8,1,1.1,51.8,33.0,14.6
43,26,3,9.1,90.3,14,0,1.0,57.6,45.2,86.1
25,10,3,6.8,55.9,8,0,1.0,64.6,32.6,26.2
36,31,5,10.9,40.2,9,1,1.35,9.7,20.9,87.6
58,33,3,8.1,61.0,16,3,1.25,30.2,37.6,117.4
26,5,1,8.2,100.6,15,2,1.1,97.9,61.7,47.2
38,13,4,5.7,62.4,16,2,0.9,98.2,53.7,23.9
1,1,4,4.8,96.7,16,4,0.95,43.0,47.5,6.5
20,1,6,7.6,59.7,11,2,1.25,58.0,44.9,2.6
55,23,2,9.9,52.5,12,5,1.35,26.1,37.6,173.7
28,8,3,5.2,92.0,17,3,1.25,99.5,50.8,25.4
16,3,4,8.2,46.7,14,2,1.35,115.0,48.8,13.6
47,3,4,8.1,48.5,13,4,1.0,38.5,41.0,10.5
17,7,3,9.9,34.0,16,0,1.4,94.9,44.4,31.6
40,36,2,9.5,45.0,9,1,0.9,45.5,22.7,161.5
28,3,2,8.2,60.3,15,2,1.05,5.3,36.2,11.8
58,15,2,7.9,62.0,9,1,0.95,74.0,27.7,65.9
12,8,5,6.9,63.7,9,1,0.95,52.2,27.5,17.3
27,3,2,6.3,68.4,10,5,0.95,92.2,47.6,18.9
54,29,3,7.1,75.8,11,5,1.1,91.1,26.8,89.7
53,30,3,6.3,45.2,13,0,1.1,113.8,51.2,82.3
42,39,3,7.8,79.1,13,4,0.9,55.3,54.4,109.6
59,18,3,7.9,56.9,9,3,1.1,60.5,41.3,58.4
47,11,4,7.6,88.7,13,3,1.4,51.0,34.7,39.3
30,11,3,8.2,74.6,15,3,1.05,39.1,54.4,36.2
41,38,2,7.3,74.3,12,4,1.4,78.4,48.6,231.4
34,1,3,9.3,84.8,8,5,0.95,100.2,56.3,9.3
37,29,4,8.3,56.6,15,4,1.1,23.1,29.0,69.2
6,2,6,7.3,64.3,13,4,1.25,117.9,38.9,9.8
7,4,3,6.3,76.6,9,2,0.95,83.6,39.4,11.9
32,25,4,7.9,63.7,14,1,1.05,94.7,44.5,58.6
32,31,3,9.7,65.5,15,4,1.05,119.9,49.5,113.3
53,19,3,8.9,51.8,9,4,0.95,63.0,43.7,61.6
25,3,6,9.1,53.0,8,2,1.1,13.2,58.0,7.4
33,15,3,9.1,85.9,13,1,1.1,95.9,37.5,61.7
55,33,2,9.8,30.3,13,5,0.9,105.1,29.4,169.5
58,41,6,9.3,37.6,15,5,0.95,23.7,34.0,67.0
7,3,4,8.2,105.9,14,3,1.4,7.8,32.5,10.6
52,51,3,7.4,45.0,15,0,1.05,20.6,36.5,133.0
57,45,6,9.3,63.4,17,4,1.25,42.3,38.8,81.8
12,10,3,4.4,98.0,17,4,0.9,111.3,39.3,19.3
16,16,3,9.9,30.0,12,0,0.9,5.3,44.8,53.1
16,4,3,9.0,104.0,9,4,1.25,97.4,36.5,21.8
43,33,2,10.5,34.3,12,5,1.25,103.3,54.6,245.7
53,20,4,6.3,43.7,9,4,0.9,98.3,18.7,32.5
36,13,2,9.7,32.3,16,4,1.1,14.5,15.3,72.4
13,1,2,9.0,71.6,12,0,1.35,83.1,54.0,6.0
7,5,3,7.1,105.4,8,5,1.25,114.7,53.1,19.7
36,14,3,7.8,97.1,16,2,0.95,18.8,56.9,36.6
47,27,2,7.7,81.2,17,2,1.05,8.6,49.6,106.5
51,23,6,7.5,44.8,12,0,1.0,105.5,42.0,39.7
9,8,3,6.0,99.6,8,2,1.25,79.2,38.9,28.6
32,4,2,9.8,90.4,16,3,1.05,79.3,22.8,20.0
11,7,3,6.6,51.3,16,3,0.9,115.9,43.8,21.2
8,4,4,6.4,94.4,17,5,1.0,93.5,24.8,17.6
33,19,3,9.8,100.2,17,0,0.9,50.7,71.6,65.1
23,15,2,5.9,85.9,16,1,1.4,55.1,29.6,66.5
25,22,2,7.5,38.0,13,5,1.4,21.6,41.1,134.2
56,4,3,6.5,108.7,17,4,1.1,40.0,60.1,17.7
8,6,3,10.5,36.1,17,1,0.95,56.2,37.6,27.4
45,19,4,9.7,82.4,9,4,0.95,35.0,37.7,49.1
22,9,5,6.8,38.8,14,5,1.25,110.3,11.0,20.0
59,53,2,6.5,102.4,9,2,1.35,6.4,26.3,234.6
4,1,5,9.2,58.0,11,2,1.35,72.5,48.7,6.0
40,14,5,8.7,70.9,11,3,0.9,93.7,62.1,31.1
3,3,5,7.5,44.3,17,1,1.0,89.2,31.3,14.1
29,28,6,7.3,73.7,14,0,1.05,79.0,44.4,42.1
41,10,4,7.6,105.1,13,4,1.25,52.2,74.5,33.7
29,16,3,9.4,102.1,17,2,1.1,110.6,48.8,65.6
34,31,3,10.4,35.1,14,5,0.9,42.8,53.7,103.2
34,23,3,10.7,60.3,13,4,1.05,91.3,32.8,101.2
28,27,5,6.9,51.4,8,0,1.05,111.6,60.6,49.9
13,6,3,8.1,68.5,11,4,0.9,19.8,33.7,21.8
15,10,2,10.0,96.7,10,3,1.4,113.9,31.6,81.4
23,2,2,6.7,89.1,14,0,1.1,94.2,59.8,14.9
44,13,4,7.0,57.5,14,0,1.05,75.9,34.4,26.7
26,19,4,9.2,60.6,11,4,0.9,47.9,42.0,48.6
4,2,3,7.3,82.3,14,4,1.4,109.0,61.5,9.1
26,19,2,5.8,45.5,11,2,1.35,10.1,31.0,82.7
40,1,4,6.8,38.2,16,4,1.35,54.7,39.2,9.4
9,8,1,9.5,49.4,10,0,1.4,92.0,34.7,115.0
55,32,3,8.4,39.9,17,5,1.0,98.3,38.1,92.0
5,5,3,5.7,58.2,9,4,1.05,28.3,42.5,12.5
56,2,6,7.1,105.0,12,5,1.1,10.5,58.1,8.0
32,8,3,10.7,39.6,16,5,1.1,97.3,61.7,36.4
20,6,3,7.9,95.5,10,2,1.35,53.5,43.9,34.7
50,48,4,7.6,72.8,8,1,0.9,21.5,33.3,86.9
11,7,3,8.0,80.6,16,5,1.35,14.8,50.1,27.3
15,11,2,8.3,43.6,12,3,1.0,78.7,42.1,59.5
32,17,3,7.4,42.1,9,5,1.25,72.0,42.5,55.8
28,23,5,10.0,43.0,13,0,0.9,103.2,29.6,57.3
22,19,3,7.3,83.4,10,2,1.4,8.6,22.6,73.5
41,8,4,9.5,89.8,16,3,1.25,104.9,41.8,28.3
17,4,6,10.7,103.6,10,4,1.25,107.0,29.2,18.7
59,11,4,8.6,61.9,9,5,1.05,56.3,35.6,29.5
26,8,4,6.4,67.0,10,4,0.95,13.8,59.8,16.7
44,9,4,8.3,67.6,13,1,0.95,113.9,41.2,27.5
7,2,5,7.2,51.6,10,4,0.9,13.3,55.3,5.2
42,2,6,9.3,56.3,16,3,1.05,72.9,45.6,9.6
57,16,6,8.3,97.7,16,2,1.0,61.7,49.0,26.1
26,6,3,7.8,57.5,16,1,1.1,101.0,35.4,24.6
25,21,3,6.5,99.5,9,3,1.0,62.8,55.8,55.9
10,5,2,5.2,54.4,14,2,0.9,58.9,45.7,17.3
59,26,3,6.8,57.2,9,3,1.1,106.3,38.8,72.5
45,19,5,9.0,74.8,8,4,1.25,115.9,45.7,46.9
19,8,5,9.8,38.3,12,3,1.35,68.2,33.4,32.7
11,8,3,7.5,103.8,15,1,1.35,57.3,38.5,35.0
13,12,3,6.6,95.6,10,3,1.4,100.6,41.3,44.6
53,37,3,8.3,83.6,14,0,1.05,100.6,35.7,115.7
8,8,3,9.0,109.1,13,4,1.0,41.7,60.7,37.6
40,26,4,9.2,31.3,8,3,1.05,71.3,37.0,72.5
4,3,3,8.3,62.9,14,2,1.05,22.7,67.0,15.7
47,32,2,11.1,98.7,10,4,1.35,78.1,42.8,280.6
31,18,3,9.9,64.6,11,5,1.1,100.9,39.2,80.5
28,9,2,6.2,30.4,17,2,1.0,26.6,35.9,32.4
11,2,6,5.8,42.6,9,1,1.1,42.2,47.1,5.1
43,25,3,6.3,64.7,8,5,1.4,56.6,52.7,77.2
1,1,5,9.8,83.4,12,5,1.05,102.2,11.5,15.8
49,44,2,5.4,43.0,13,5,0.9,89.1,42.1,124.7
47,2,2,8.7,65.8,9,0,1.35,41.4,18.1,13.4
52,42,3,7.7,31.0,17,3,0.9,32.9,53.8,101.5
38,1,4,6.1,68.2,13,4,1.1,85.0,54.0,10.2
24,4,3,8.4,101.7,13,3,1.1,60.2,42.5,21.4
54,12,2,7.7,77.7,15,3,0.9,73.3,44.5,49.1
57,9,1,9.2,65.3,15,4,1.25,79.6,24.8,100.0
47,36,3,5.6,43.0,13,5,1.35,69.2,35.4,110.3
31,9,2,6.7,46.2,14,5,1.25,75.5,34.7,42.0
41,28,3,6.7,36.1,11,0,1.35,107.1,36.6,101.2
46,38,4,9.0,89.4,12,0,1.25,104.8,52.5,126.9
50,33,2,7.6,36.2,13,1,1.35,22.1,57.4,198.7
26,10,2,9.8,60.7,13,4,1.4,72.4,49.3,80.1
49,46,2,7.4,90.0,10,4,0.95,55.5,38.1,191.7
50,22,6,8.3,87.0,16,2,1.1,37.8,33.0,41.8
5,1,3,10.2,76.2,11,2,1.0,77.6,43.1,6.6
20,18,5,5.3,75.7,15,2,1.0,63.8,45.6,25.0
52,6,2,8.0,37.2,11,0,1.1,94.1,39.3,32.8
41,18,4,8.0,44.0,13,1,0.9,15.7,34.1,42.6
11,4,2,6.8,72.8,8,1,0.95,39.8,49.4,16.6
56,16,3,7.8,57.8,9,5,1.1,8.0,50.6,47.1
54,15,4,8.5,31.5,13,3,1.25,90.8,26.3,48.1
33,8,4,6.9,93.9,10,1,1.25,109.9,37.4,28.8
50,13,4,8.1,82.3,14,2,1.0,72.5,51.3,34.1
38,7,4,6.5,56.1,8,4,1.1,76.0,53.9,19.9
27,17,2,7.7,37.9,10,3,1.0,10.3,42.8,75.6
34,32,3,9.4,77.3,10,5,0.9,62.9,46.4,110.6
15,6,3,9.5,57.9,8,0,1.05,65.6,45.0,24.0
32,23,5,9.8,50.4,11,1,1.05,9.5,53.5,59.6
58,51,2,7.8,87.7,15,5,1.05,95.0,28.7,216.0
21,13,5,7.5,56.3,14,4,1.4,37.0,45.2,28.6
46,23,3,9.1,40.9,14,2,1.35,88.2,31.3,97.9
5,5,4,9.8,68.5,12,0,1.4,51.3,55.1,23.6
6,6,2,8.1,96.3,11,0,0.9,119.5,29.3,29.5
38,1,3,10.3,98.0,17,1,1.25,29.4,46.9,10.8
22,16,4,9.1,97.9,13,4,1.25,11.7,31.4,50.5
18,5,3,7.1,63.7,9,2,0.95,117.7,51.0,19.7
14,10,5,7.3,93.3,8,2,1.25,33.0,47.3,25.4
10,3,4,7.9,98.0,14,2,1.0,78.1,44.9,8.9
46,10,3,5.6,66.8,11,2,1.35,48.1,65.5,33.6
13,3,5,7.2,55.5,14,1,1.05,78.6,33.6,9.8
31,5,4,9.7,86.2,13,5,1.0,73.5,53.1,22.5
30,7,3,10.0,102.4,16,5,1.4,86.3,56.1,37.1
3,2,2,8.4,107.8,17,5,1.25,7.1,53.1,15.5
30,3,3,8.7,53.2,13,1,1.25,101.2,33.9,19.1
6,5,4,7.5,106.5,10,4,1.35,60.0,39.2,22.2
29,13,5,7.0,69.9,14,3,1.05,64.7,34.7,28.5
8,2,3,8.9,54.5,16,1,1.35,52.3,38.4,10.1
44,2,2,7.3,109.1,17,2,0.95,118.8,31.9,20.2
45,6,3,10.5,100.2,13,5,0.9,97.2,37.6,35.5
43,8,2,8.6,85.4,14,5,1.4,40.8,59.6,51.2
44,36,4,8.7,101.6,15,4,1.05,95.1,38.2,92.3
33,25,4,6.4,84.5,11,2,1.0,55.3,43.3,50.3
17,12,3,4.5,65.2,12,1,1.4,105.1,33.3,39.7
48,47,5,8.7,105.8,11,5,1.05,8.5,41.8,106.5
11,8,3,7.3,107.1,8,4,0.95,45.9,51.9,26.1
13,7,3,9.5,55.1,13,2,1.25,54.4,47.9,38.2
50,46,2,6.6,58.4,14,5,1.25,90.6,59.0,194.9
11,7,3,7.2,60.6,9,3,1.0,26.0,27.5,22.0
31,19,5,9.7,95.8,13,0,1.35,37.9,32.9,61.1
28,14,2,8.7,93.3,9,0,1.0,88.2,37.0,62.8
44,22,3,6.5,108.6,17,5,1.4,13.8,60.3,71.0
6,5,3,8.1,67.2,12,2,1.1,28.1,45.6,18.7
41,21,2,10.9,88.9,8,5,1.25,91.6,25.0,145.1
16,1,2,8.2,98.5,10,0,1.25,105.7,55.1,9.8
4,3,2,7.8,47.7,11,5,1.1,88.8,43.3,16.0
35,19,5,9.3,79.6,11,5,1.4,65.6,52.7,59.3
48,33,4,8.5,73.8,9,3,0.9,16.4,61.0,69.7
56,4,3,10.2,89.4,15,5,0.9,100.1,30.3,17.2
59,42,4,9.1,85.6,13,3,1.25,19.3,61.0,135.1
26,3,1,9.4,95.0,16,2,0.9,49.3,41.1,25.1
57,27,3,10.2,54.9,13,3,1.35,10.8,37.0,141.2
12,4,2,7.6,47.3,10,0,1.4,86.6,43.9,26.8
11,9,2,7.1,94.4,9,2,0.9,62.9,27.7,32.7
37,35,5,6.0,58.8,16,5,1.0,109.4,41.8,52.4
25,6,2,7.7,53.0,10,0,1.4,21.0,39.1,36.1
18,6,4,6.0,56.9,13,3,1.1,99.2,30.7,17.3
19,12,3,8.5,35.3,17,3,1.25,63.7,34.2,45.9
23,23,1,7.1,91.9,9,4,1.4,47.1,55.7,226.7
55,33,4,9.4,87.2,14,1,0.9,79.0,39.9,76.9
38,16,3,9.2,74.2,8,5,1.4,95.9,30.2,71.4
54,24,3,7.4,87.3,16,1,1.05,55.6,47.4,67.0
18,5,2,9.5,59.9,8,2,1.1,31.8,51.2,26.5
26,9,2,8.2,53.6,16,0,1.05,110.3,42.0,45.1
6,2,5,5.3,99.0,8,1,1.4,41.0,27.2,7.2
4,1,3,6.5,63.8,8,2,1.1,119.8,11.4,7.8
44,12,2,6.9,45.7,15,3,1.1,93.2,31.2,49.5
51,5,5,8.0,89.9,8,1,1.4,84.1,54.7,20.5
29,5,2,7.4,56.9,15,0,1.25,6.4,53.6,24.9
